id,brand,model,version,year,km,sell_price,purchase_price
46688,YAMAHA,MT,125,2020,10000,4290,
46689,YAMAHA,FZ8,N,2013,14630,5490,4500
46691,HONDA,NT,650,1998,60000,2190,
46698,HONDA,SH,300,2014,40000,3390,
46700,DAELIM,DAYSTAR,125 FI,2008,10000,1190,
46701,MACBOR,MONTANA,XR1 125,2020,10000,2790,
46702,HONDA,CB,500 X,2016,20000,4790,
46704,Royal enfield,Interceptor 650,Bakker,2019,10000,5590,
46709,TRIUMPH,TIGER,800,2014,40000,6690,
46712,KYMCO,SUPER DINK,350,2020,10000,3990,
46714,SYM,JOYMAX,300,2013,50000,1991,
46715,YAMAHA,XV,950,2021,10000,7990,
46717,KAWASAKI,VULCAN,S,2017,40000,4990,
46719,BENELLI,TRK,502,2018,30000,4290,
46720,SYM,SYMPHONY,125,2019,10000,1790,
46721,HARLEY DAVIDSON,SPORTSTER,883 R,2007,80000,4990,
46723,SUZUKI,BANDIT,650 S,2004,40000,2290,
46724,SUZUKI,INTRUDER,C 800,2008,60000,4590,
46726,YAMAHA,FZ6,N,2006,80000,1990,
46728,YAMAHA,FZ8,S,2014,50000,4790,
46731,SUZUKI,INTRUDER,M 1800 R,2016,10000,13490,
46732,KAWASAKI,VERSYS,X 300,2020,10000,4990,
46737,MONDIAL,HPS,125,2018,10000,3190,2200
46741,Velca,Bora,Ciclomotor electrico,2022,10000,1790,
46747,Wottan,Storm,T 125cc,2021,10000,1790,
46748,KYMCO,GRAND DINK,125,2013,10000,1090,
46751,HARLEY DAVIDSON,SPORTSTER,883 IRON,2011,40000,7990,
46756,PIAGGIO,LIBERTY,125,2017,7000,1790,1100
46760,BMW,F,800 S,2006,60000,2490,
46769,KAWASAKI,Z,650,2017,40000,4090,
46773,SUMCO,RK125,RK125,2018,20000,1490,
46777,HONDA,CBF,125,2016,10000,1790,
46782,BMW,K,1600 GT,2016,30000,15990,
46783,SUZUKI,V-STROM,1000,2019,20000,9490,
46784,HONDA,AFRICA TWIN,CRF 1100L,2020,10000,13490,
46794,YAMAHA,NMAX,125CC,2021,10000,2590,
46795,YAMAHA,NEOS,50,2017,20000,1890,898
46797,BMW,R,1150 RT,2002,60000,4190,
46802,Triumph,Tiger,900 rally pro,2021,20000,11890,
46804,HONDA,SILVER WING,400,2007,50000,2490,
46808,KYMCO,PEOPLE,125,2021,10000,2790,
46810,KYMCO,AGILITY,125,2009,20000,1,
46814,SUZUKI,SV,650,2020,4000,5590,4750
46817,SYM,JOYMAX,125,2018,30000,1890,
46829,KYMCO,SUPER DINK,300,2012,60000,1790,
46835,DAELIM,DAYSTAR,125 FI,2018,30000,1090,
46857,HARLEY DAVIDSON,SPORTSTER,883 IRON,2017,10000,10490,
46858,SUZUKI,BURGMAN,125,2008,30000,1190,
46860,SUZUKI,GS,500,2001,30000,1890,
46863,DUCATI,MONSTER,821,2015,30000,6490,
46866,YAMAHA,NMAX,125CC,2020,40000,2190,
46879,PEUGEOT,KISBEE,50,2011,10000,1,
46881,HONDA,VFR,800 FI,2008,80000,4290,2800
46885,SUZUKI,V-STROM,650,2007,80000,3190,
46889,BMW,F,850 GS,2020,10000,11990,
46892,HONDA,CRF,250 X,2020,10000,7290,
46894,KTM,ADVENTURE,1090,2017,40000,9290,
46897,Hanway,Café Race 125,Café Race,2020,10000,1890,
46898,SHERCO,ENDURO,4,5 I,2018,10000,6990
46913,SYM,SYMPHONY,125,2019,20000,1790,
46914,KYMCO,X-TOWN CT,125,2022,10000,3690,
46920,HONDA,CBF,125,2015,29292,1590,700
46922,YAMAHA,XT,125 R,2006,30000,1990,600
46927,SUZUKI,GSR,600,2009,40000,2690,
46928,DUCATI,MONSTER,797,2020,10000,6790,
46942,BMW,F,750 GS,2021,10000,11990,
46943,HONDA,S-WING,125,2009,30000,1590,
46950,BMW,C,650 SPORT,2019,10000,8990,
46953,YAMAHA,MT,7,2020,20000,5490,
46963,SUZUKI,B-KING,1340,2011,20000,7990,
46964,HONDA,PCX,125,2017,10000,1990,
46966,BMW,R,1200 R,2007,80000,4490,
46970,PIAGGIO,BEVERLY,350,2020,10000,4190,
46971,KAWASAKI,[*AJ*] Z,800e,2012,50000,5290,
46972,PEUGEOT,TWEET,125,2016,20000,1290,800
46976,HONDA,[*AJ*] CBR,600 RR,2003,50000,3290,
46977,BMW,K,1200 GT,2007,50000,6990,
46978,PIAGGIO,BEVERLY,300,2015,20000,2490,
46979,YAMAHA,FZ6,S,2003,31604,2190,1000
46988,MASH,BLACK SEVEN,125,2018,80000,1390,
46989,HONDA,CBR,500R,2018,20000,5390,4300
46991,KYMCO,VENOX,250 I,2008,7253,1390,650
46993,HONDA,PCX,125,2017,10000,2190,
47005,SUZUKI,[*AJ*] VANVAN,125,2010,20000,2390,
47014,SUZUKI,V-STROM,650,2018,20000,6990,
47016,HONDA,NC,700 S,2012,20000,4090,
47017,BMW,F,800 GT,2014,60000,4990,
47022,KAWASAKI,VULCAN,800 CLASSIC,2009,20000,4690,
47029,MASH,SEVENTY FIVE,125,2016,10000,1290,
47030,KAWASAKI,Z,800,2017,30000,5490,4850
47033,SUZUKI,BANDIT,650,2011,40000,3290,
47035,KAWASAKI,Z,1000,2004,30000,3400,
47041,KYMCO,SUPER DINK,125,2014,20000,1790,
47047,Rieju,MR,300 pro,2022,10000,8590,
47048,YAMAHA,TRACER,700,2019,10000,6890,
47057,HONDA,CBR,650 R,2021,6000,7490,6800
47058,MACBOR,ROCKSTER,125,2017,10000,1690,
47060,KEEWAY,RKR,125,2019,10000,1990,
47064,HONDA,CBF,600 S,2009,60000,2490,
47065,YAMAHA,MT,7,2020,10000,5990,
47066,HONDA,FORZA,250,2008,40000,1790,
47069,HONDA,X-ADV,750,2019,40000,7690,
47072,KTM,ADVENTURE,1190,2014,50000,8290,
47076,DAELIM,DAYSTAR,125 FI,2015,10000,1290,
47079,BMW,G,310 GS,2019,20000,3890,
47080,YAMAHA,MAJESTY,400,2008,40000,2290,
47083,KAWASAKI,NINJA,ZX 6R,2008,20000,4990,
47085,BMW,R,1200 RT 110 CV,2006,60000,7190,
47093,KYMCO,MILLER,125,2019,10000,1990,
47094,BMW,F,750 GS,2018,20000,9290,
47099,KAWASAKI,VN,900 CLASSIC,2007,30000,4590,
47105,YAMAHA,X-MAX,125,2007,34380,1790,550
47106,HONDA,VARADERO,XL 1000V,2005,37900,4590,3500
47108,BENELLI,TRK,502,2018,20000,4590,
47110,BMW,F,800 R,2010,60000,3590,
47111,YAMAHA,FZ6,N,2005,57000,2490,1200
47112,BMW,R,1250 RT,2020,20000,19990,
47113,KAWASAKI,Z,300,2015,20000,3690,
47116,SUZUKI,V-STROM,650,2005,60000,2990,
47121,SUZUKI,GS,500,2006,36300,1890,700
47122,KYMCO,PEOPLE,125,2009,30000,1190,
47129,HONDA,CB,125 R,2021,10000,3990,
47130,KAWASAKI,Z,650,2018,20000,4790,
47144,KEEWAY,MATRIX,125,2017,10000,1190,
47150,HONDA,PASSION,125 IE,2010,30000,1490,
47154,BMW,R,1250 RS,2021,10000,17290,
47155,HONDA,NT,700,2009,60000,3290,
47160,YAMAHA,XVS,650 DRAG STAR CLASSIC,2006,60000,3290,
47164,VESPA,LX,125,2008,40000,1290,
47173,TRIUMPH,DAYTONA,675,2008,20000,5590,
47178,SUZUKI,BURGMAN,125,2011,40000,1590,
47184,YAMAHA,X-MAX,400,2015,40000,3690,
47186,KAWASAKI,[*AJ*] Z,1000 SX ABS,2009,40000,6490,
47187,KTM,ADVENTURE,790,2020,20000,9190,
47190,BMW,R,1150 RT,2011,40000,10990,
47191,PIAGGIO,MEDLEY,125,2018,10000,2290,
47194,KAWASAKI,Z,900RS,2019,40000,8690,7000
47199,BMW,[*AJ*] F,800 GS,2009,50000,6590,
47205,YAMAHA,T-MAX,500,2010,60000,4490,
47208,DAELIM,DAYSTAR,125 FI,2005,10000,1190,
47210,HUSABERG,FE,450,2014,10000,4990,
47216,APRILIA,RS,125,2009,40000,2390,
47219,BMW,R,1200 GS,2011,80000,8290,
47221,KAWASAKI,Z,800,2016,19223,6390,4800
47222,SUZUKI,GSR,600,2008,38700,2990,1900
47223,HONDA,[*AJ*] NC,750X ABS,2019,20000,6390,
47225,PIAGGIO,X 7,125,2007,10000,1490,
47228,DUCATI,HYPERMOTARD,939,2016,50000,6990,
47232,SUZUKI,INTRUDER,M 1800 R,2008,10000,9790,
47236,APRILIA,SR,50,2020,10000,1190,
47242,YAMAHA,X-MAX,300,2019,10000,4390,
47251,KAWASAKI,NINJA,125,2019,10000,3690,
47256,SYM,SYMPHONY,125,2020,10000,1790,
47264,HONDA,CB,600 F HORNET,2009,50000,3390,
47266,SYM,SYMPHONY,50,2014,25000,1190,600
47267,BMW,F,800 GS,2013,80000,5390,
47270,BMW,F,850 GS,2019,10000,11490,
47271,SYM,CRUISYM,125,2020,10000,3290,
47275,HONDA,[*AJ*] FORZA,250 EX,2005,20000,1690,
47278,PIAGGIO,MP3,500,2019,20000,6490,
47285,SUZUKI,MARAUDER,250,2008,20000,1290,
47287,HONDA,PASSION,125 IE,2005,30000,1190,
47291,HONDA,@,125,2022,10000,2990,
47295,BMW,C,600 SPORT,2017,50000,5790,
47302,BMW,C,650 SPORT,2018,10000,7990,
47305,SUZUKI,INTRUDER,250,2005,20000,1290,
47310,SYM,SYMPHONY,125,2014,30000,1290,
47313,SUZUKI,RMX,450 Z,2010,10000,3490,
47316,SHERCO,ENDURO,4,5 I,2017,10000,5190
47318,PIAGGIO,BEVERLY,300,2011,30000,2290,
47324,HONDA,INTEGRA,INTEGRA,2015,60000,4990,
47332,HONDA,CBF,600 N,2008,30000,3490,
47333,PEUGEOT,DJANGO,50,2020,10536,1990,1100
47334,KAWASAKI,ZX,6R,2013,50000,6190,
47335,HONDA,CROSSRUNNER,V4,2013,80000,5790,
47336,SUZUKI,INTRUDER,250,2008,20000,1990,
47341,HONDA,PCX,125,2021,10000,2890,
47342,VESPA,PK,125 XL,2005,10000,1590,
47345,HONDA,PCX,125,2021,10000,2690,
47350,YAMAHA,BT,1100 BULLDOG,2002,60000,2990,
47353,KYMCO,AGILITY,125,2020,10000,1990,
47355,KAWASAKI,Z,900,2019,20000,6690,
47359,SUZUKI,GSR,600,2009,20000,3490,
47371,BMW,R,1250 GS,2021,10000,21590,
47379,HONDA,NC,750X,2014,60000,4990,
47383,Rieju,Strada,125cv,2019,20000,1590,
47385,HONDA,[*AJ*] S-WING,125,2007,30000,1590,
47393,SYM,JOYMAX,125,2018,30000,1990,1000
47397,BMW,F,800 GT,2016,40000,6290,
47400,TRIUMPH,TIGER,800,2016,50000,7490,
47402,KTM,EXC,250 SIX DAYS,2017,10000,5500,
47408,YAMAHA,YZF,R 6,2006,50000,5190,
47409,KAWASAKI,VULCAN,S,2016,80000,3890,
47410,KAWASAKI,VERSYS,650,2009,30000,3890,
47418,HONDA,PCX,125,2013,20000,2290,
47423,HONDA,SH,125,2014,20000,2390,
47430,KTM,EXC,300,2022,10000,8490,
47433,KAWASAKI,Z,650,2017,20000,4890,4000
47437,KTM,DUKE,125,2020,15028,3490,2500
47442,YAMAHA,TRACER,700,2016,80000,4990,
47444,KTM,SUPER DUKE,990,2005,50000,4990,
47446,BMW,F,700 GS,2016,30000,7190,
47447,HARLEY DAVIDSON,SPORTSTER,883 CUSTOM,2006,40000,5990,
47448,HONDA,VISION,110,2019,10000,1890,
47449,BMW,C,650 SPORT,2018,30000,6490,
47451,BMW,R,1200 RT 110 CV,2011,60000,7590,
47459,YAMAHA,XVS,1100 DRAG STAR,2007,40000,4990,
47461,HONDA,INTEGRA,INTEGRA,2011,60000,3990,
47462,HONDA,AFRICA TWIN,CRF 1000L,2016,40000,9990,
47463,KAWASAKI,Z,750,2006,40000,3290,
47464,QUADRO,QUADRO 3,TRES RUEDAS,2018,10000,5590,
47465,SUZUKI,V-STROM,650,2003,10000,4690,
47470,BMW,C,400 X,2021,10000,6590,5500
47478,VESPA,S,125,2008,21250,2290,1000
47481,KAWASAKI,ER,6N,2013,20000,2990,
47482,YAMAHA,MT,7,2020,10000,5990,
47485,KAWASAKI,ER,6F,2012,10000,4190,
47487,VESPA,LX,125,2012,19686,1890,500
47490,PIAGGIO,BEVERLY,350,2019,11000,3990,3000
47493,SUZUKI,[*AJ*] GSX,R 600,2007,10000,5890,
47494,Zontes,G1,125,2022,800,3100,2500
47497,BMW,G,310 R,2018,10000,3890,
47499,SYM,SYMPHONY,SR125,2019,9800,1690,1200
47508,YAMAHA,YZF,R 6,2005,40000,3790,
47509,MOTO GUZZI,BREVA,750,2008,80000,2190,
47510,PIAGGIO,MP3,500,2019,10000,6990,5500
47512,HONDA,CBF,500,2019,50000,4190,
47515,SUZUKI,BURGMAN,125,2013,10000,2390,
47519,HONDA,CB,125 R,2021,10000,3990,
47521,BENELLI,LEONCINO,250,2019,10000,3390,
47524,BMW,G,310 GS,2019,10000,4490,
47528,TRIUMPH,SCRAMBLER,STREET,2017,15000,8190,7000
47529,KTM,EXC,300,2020,10000,6590,
47536,MOTO GUZZI,V 7,CLASSIC,2016,28910,5290,3500
47538,SUZUKI,INTRUDER,125,2006,10000,2090,
47541,PIAGGIO,LIBERTY,50,2017,1624,1990,1150
47542,YAMAHA,MT,125,2019,10000,3990,
47553,HONDA,PASSION,125 IE,2010,40000,1090,
47556,BMW,K,1200 R,2008,60000,4990,
47557,KAWASAKI,ER,6N,2016,20000,4380,
47558,KTM,EXC,300,2019,10000,6490,
47559,BMW,F,800 R,2018,20000,6490,
47560,YAMAHA,FZ6,S,2008,50000,2790,
47566,KAWASAKI,Z,750,2008,60000,3190,
47570,KAWASAKI,Z,900,2018,20000,6990,
47571,KYMCO,GRAND DINK,250,2017,10000,2990,
47575,DUCATI,MONSTER,696,2009,18337,4590,3200
47576,KAWASAKI,ER,6N,2016,40000,3690,
47580,KTM,DUKE,390,2018,10000,4690,
47581,Rieju,Century,Café racer,2020,20000,2490,
47583,PIAGGIO,X EVO,400,2009,40000,1590,
47584,KAWASAKI,Z,750,2007,30000,3990,
47585,HONDA,CBR,650 R,2022,10000,8390,
47589,SUZUKI,GSX,R 1000,2006,30000,5390,
47593,YAMAHA,XT,1200 Z SUPER TENERE,2018,60000,10490,
47594,HONDA,VT,750 SHADOW,2001,40000,3990,
47598,BMW,R,1200 RT 110 CV,2005,80000,6690,
47602,HONDA,CBF,600 N,2009,60000,3490,
47604,UM,Renegade sport,2022,2022,10000,1990,
47605,MASH,[*AJ*] BLACK SEVEN,125,2021,20000,1991,
47610,Honda,Hornet,Cb 600 f,2009,54000,2690,1500
47613,MONDIAL,SMX,125,2020,1800,2990,1900
47615,HONDA,INTEGRA,INTEGRA,2019,26900,6790,5500
47616,YAMAHA,MAJESTY,400,2008,28865,2490,1000
47618,KTM,DUKE,125,2014,40000,2390,
47619,HONDA,SILVER WING,600,2004,40000,2390,
47620,PIAGGIO,BEVERLY,300,2018,20000,2690,
47622,HONDA,CBR,500R,2019,20000,5790,
47625,BMW,F,800 GS,2016,20000,8490,
47627,TRIUMPH,STREET,TWIN,2019,20000,7490,
47629,VESPA,PRIMAVERA,125,2019,10000,3190,
47630,YAMAHA,X-MAX,300,2020,50000,3990,
47633,SUZUKI,[*AJ*] V-STROM,650 ABS,2021,12000,10790,9000
47640,HONDA,CBR,500R,2020,10000,5990,
47642,KAWASAKI,Z,750,2011,30000,4290,
47644,KTM,EXC,300,2020,10000,6990,
47650,HONDA,SH,300,2013,60000,1990,
47651,PEUGEOT,METROPOLIS,400,2020,10000,6190,
47652,SUZUKI,V-STROM,1000,2017,20000,9190,
47659,BMW,R,1250 R,2019,50000,16490,
47665,BMW,R,850 R,2007,80000,2890,
47669,Malaguti,Dune 125,Black edition,2021,10000,2290,
47670,YAMAHA,X-CITY,125,2010,50000,1190,
47671,BMW,R,1250 RS,2015,7000,12890,10750
47672,DUCATI,DIAVEL,DIAVEL,2011,30000,11590,
47673,BMW,[*AJ*] R,1200 GS,2021,20000,20000,
47674,HONDA,VISION,110,2013,30000,1590,
47677,PIAGGIO,MP3,500,2014,10000,4990,
47678,HONDA,FORZA,300,2017,20000,3290,
47679,HONDA,SH,125,2019,10000,2990,
47681,BMW,F,800 ST,2020,20000,13890,
47686,DUCATI,PANIGALE,959,2016,10000,11590,
47687,VESPA,LXV,50,2010,20000,1190,
47688,BMW,650,ST,2013,20000,5390,
47689,YAMAHA,AEROX,50 R,2017,20000,1390,
47693,YAMAHA,MT,3,2020,10000,5190,
47694,KTM,EXC,300,2020,10000,8890,
47697,Honda,Pcx,125,2021,10000,2990,
47699,YAMAHA,YZF,R 125,2017,9845,3990,3000
47700,YAMAHA,MT,3,2018,30000,3990,
47703,YAMAHA,T-MAX,530,2017,20000,7990,
47709,KYMCO,AK,550,2019,20000,6390,
47713,KTM,EXC,350 F SIX DAYS,2016,10000,6490,
47719,YAMAHA,X-CITY,250,2012,40000,1790,
47727,KYMCO,VENOX,250 I,2010,10000,1390,
47728,HARLEY DAVIDSON,SPORTSTER,883 IRON,2010,50000,7190,
47729,HONDA,PCX,125,2020,5877,2790,2000
47731,YAMAHA,FZ6,N,2008,60000,2790,
47734,HONDA,AFRICA TWIN,750,1991,50000,2590,
47735,BMW,F,750 GS,2020,10000,9490,
47739,MACBOR,MONTANA,XR1 125,2020,10000,2490,
47763,YAMAHA,T-MAX,530 dx,2018,22000,9590,7500
47766,KAWASAKI,VN,800 CLASSIC,2008,40000,3590,
47767,YAMAHA,T-MAX,530,2018,20000,9390,
47769,BMW,S,1000 XR,2020,20000,16990,
47772,KAWASAKI,ER,5,2007,29000,2390,900
47778,SUZUKI,BURGMAN,125,2005,40000,990,
47779,SUZUKI,GSR,600,2007,13000,2990,1800
47784,KEEWAY,RKV,125,2017,10000,1690,
47790,YAMAHA,T-MAX,530,2012,40000,6800,
47795,KYMCO,SUPER DINK,125,2009,20000,1790,700
47796,KAWASAKI,ZX,6R,2004,50000,2790,
47802,YAMAHA,YZF,R 125,2013,40000,2390,
47804,YAMAHA,XV,750 VIRAGO,1999,40000,2490,
47812,HONDA,CBF,500,2018,29600,4590,3800
47819,KTM,ADVENTURE,1290,2020,30000,13290,
47821,APRILIA,SPORTCITY,125,2012,30000,1190,
47827,DUCATI,MONSTER,796,2010,39350,4990,3800
47828,BMW,R,1200 R,2007,80000,5190,
47833,HARLEY DAVIDSON,SPORTSTER,883 CUSTOM,1999,30000,4990,
47838,DUCATI,[*AJ*] SCRAMBLER,ICON,2019,10000,6790,
47840,TRIUMPH,[*AJ*] ROCKET,III ROADSTER ABS,2014,40000,10490,
47847,HONDA,CTX,1300,2014,60000,9500,
47852,TRIUMPH,TIGER,800,2020,20000,11990,
47860,YAMAHA,XV,535 VIRAGO,1997,21256,2990,1200
47861,KAWASAKI,NINJA,1000SX,2021,10000,14490,
47862,KYMCO,X CITING,400,2016,10000,3490,2000
47863,Rieju,Strada,2019,2019,20000,1890,
47866,YAMAHA,MAJESTY,250,2007,10000,1990,
47877,YAMAHA,MT,3,2006,50000,2790,
47878,KYMCO,AGILITY,125,2021,10000,1790,
47882,YAMAHA,NMAX,125CC,2021,10000,2790,
47884,KTM,[*AJ*] ADVENTURE,1090,2017,50000,8990,
47888,APRILIA,TUONO,V4 1100,2021,10000,17490,
47891,HONDA,CBR,650 R,2015,16000,5790,5000
47894,DUCATI,MONSTER,696,2011,10000,4490,
47903,MONDIAL,HPS,300,2019,4014,3590,2300
47909,KAWASAKI,Z,900,2020,10000,8290,
47913,KAWASAKI,Z,900,2018,30000,6290,
47920,SUZUKI,GSR,600,2007,18028,2990,1950
47926,DAELIM,DAYSTAR,125 FI,2006,20000,1190,
47928,YAMAHA,YZF,R1,2018,30000,17990,
47930,SUZUKI,[*AJ*] GSF,BANDIT 650,2006,60000,2490,
47932,HONDA,VT,750 SHADOW,1999,40000,3990,
47935,HONDA,[*AJ*] CRF-1000L,AFRICA TWIN ABS,2016,80000,8990,
47940,TRIUMPH,STREET,TRIPLE,2008,30000,3990,
47946,YAMAHA,YZF,R 125,2020,10000,4190,
47956,YAMAHA,T-MAX,530,2012,80000,4790,
47960,SUZUKI,GSR,600,2007,80000,1990,
47970,BMW,R,1200 GS ADVENTURE,2016,13000,16590,14500
47974,SYM,CRUISYM,125,2020,10000,3290,
47977,KTM,EXC,300,2019,10000,6290,
47978,YAMAHA,MT,7,2019,20000,5490,
47979,KYMCO,K-XCT,125,2017,10000,2690,
47991,BMW,S,1000 XR,2016,60000,11990,
47992,BMW,R,1250 GS,2020,20000,19990,
48000,SUZUKI,[*AJ*] GSR,750,2015,30000,5190,
48003,YAMAHA,X-MAX,300,2018,20000,4290,
48008,BMW,F,800 GS,2008,80000,4190,
48010,BMW,S,1000 R,2015,20000,12790,11650
48011,YAMAHA,MT,7,2018,20000,5490,
48020,HONDA,SH,300,2018,10000,3990,
48023,YAMAHA,YZF,R1,2011,40000,9190,
48031,SUZUKI,GSX,R 600,2009,40000,6390,
48036,YAMAHA,YZF,R1,2004,50000,4990,
48037,KYMCO,AGILITY,125,2015,20000,1290,
48039,PIAGGIO,LIBERTY,50,2018,20000,1590,900
48042,KYMCO,AGILITY,125,2016,40000,990,
48045,YAMAHA,FZ1,S,2010,40000,5790,
48053,Yamaha,Xj diversion,900,2000,40000,2490,
48054,HUSQVARNA,CR,250,2020,10000,5990,
48055,SUZUKI,V-STROM,650,2005,30000,3790,
48077,HUSQVARNA,SVARTPILEN,401,2019,10000,4290,
48081,KAWASAKI,Z,1000 SX,2017,50000,8690,
48083,CAGIVA,MITO,125 EVOLUCIONE,2007,30000,2990,
48084,KAWASAKI,Z,800,2016,13000,5790,4200
48085,YAMAHA,X-MAX,400,2016,50000,3590,
48090,YAMAHA,X-MAX,125,2010,40000,1790,
48091,TRIUMPH,ROCKET,III,2008,80000,7990,
48094,ROYAL ENFIELD,HIMLAYAN,2017,2018,20000,3990,
48099,BMW,G,450 X,2009,10000,2990,
48101,YAMAHA,FZ8,N,2013,60000,4390,
48107,APRILIA,RS,125,2018,10000,3490,
48113,HONDA,CROSSRUNNER,VFR 800X,2018,50000,7890,
48125,HONDA,SH,300,2016,10000,3190,
48132,RIEJU,MRT,50 SM,2020,80000,2490,
48136,APRILIA,SPORTCITY,200,2006,10000,1390,
48137,KTM,SUPER DUKE,1290 R,2018,30000,11890,10800
48145,YAMAHA,T-MAX,530,2018,30000,8590,
48146,MONDIAL,HPS,125,2020,10000,2990,
48148,Lambretta,V125,V125,2019,20000,1790,
48152,Peugeot,Speedfigert 4,125,2019,20000,1590,
48155,BMW,R,1200 R,2008,80000,4490,
48158,YAMAHA,XT,1200 Z SUPER TENERE,2014,80000,6990,
48166,KAWASAKI,Z,650,2021,10000,6490,
48170,KAWASAKI,ZX,6R,2010,57000,5290,3500
48172,KAWASAKI,Z,1000,2016,40000,8790,
48173,SYM,JOYMAX,125,2017,37000,1890,1000
48176,BMW,G,310 GS,2020,10000,3990,
48177,YAMAHA,XJ6,600  DIVERSION S,2013,80000,2690,
48181,SYM,SYMPHONY,50,2009,40000,990,
48189,KEEWAY,RKS,125,2018,10140,1390,490
48191,YAMAHA,X-MAX,250,2006,50000,1590,300
48194,BMW,R,1200 C,1998,80000,5990,
48199,KYMCO,VENOX,250 I,2008,20000,1190,
48200,BMW,K,1600 GT,2018,50000,16890,14500
48201,HONDA,SH,125,2012,20000,1890,
48203,PIAGGIO,LIBERTY,125,2006,20000,1290,
48204,PEUGEOT,TWEET,125,2014,40000,990,
48209,HONDA,CBF,1000,2006,60000,3590,
48210,KAWASAKI,[*AJ*] Z,900,2018,50000,5890,
48211,DAELIM,[*AJ*] DAYSTAR,125 FI,2019,20000,2200,1200
48212,HONDA,CB500,X,2021,5000,5990,
48213,KAWASAKI,Z,750,2010,40000,3790,2800
48220,BMW,F,850 GS,2020,20000,11990,
48226,DAELIM,S3,125 FI,2017,10000,1990,
48227,KYMCO,GRAND DINK,300,2019,24937,2790,2100
48229,YAMAHA,T-MAX,530,2019,10000,8990,
48232,SUZUKI,GSX,R 600,2007,40000,3990,
48236,BMW,R,1250 RT,2021,10000,21790,
48239,SYM,FIDLE II,125,2018,10000,1290,
48241,BENELLI,TRK,502,2020,10000,5790,
48245,KAWASAKI,VERSYS,650,2020,10000,7190,
48254,SUZUKI,BURGMAN,125,2010,20000,2190,
48257,YAMAHA,NMAX,125CC,2019,10000,2890,
48261,HONDA,VT,750 SHADOW,1995,30000,3390,
48262,HONDA,VARADERO,XL 125,2006,30000,1990,
48270,HONDA,[*AJ*] @,150,2004,40000,1190,
48274,BMW,F,800 R,2015,20000,5999,
48278,KEEWAY,LANDCRUISER,250,2006,10000,990,
48282,BMW,F,800 GT,2017,20000,6890,
48288,Wottan,Storm-s 300,300cc,2019,10000,2390,
48291,BMW,F,650 GS,2007,18000,3990,3000
48300,HONDA,INTEGRA,INTEGRA,2012,20000,5190,
48302,SUZUKI,GSR,600,2006,80000,1990,
48303,YAMAHA,NMAX,125CC,2019,10000,2690,
48304,HONDA,CBF,600 S,2008,20000,3590,
48316,BMW,G,310 GS,2020,10000,4490,
48318,KTM,[*AJ*] SUPER DUKE,1290 R,2019,20000,13490,
48322,SUZUKI,GSX,S 125,2019,36648,2790,1600
48323,BENELLI,502,C,2019,20000,4690,
48340,SUZUKI,GSX,S 750,2019,10000,6900,6000
48346,TRIUMPH,[*AJ*] STREET TRIPLE,RS,2011,60000,3390,
48364,KAWASAKI,Z,800,2015,10000,6290,
48375,YAMAHA,FZ6,N,2003,60000,1890,
48377,MASH,SEVENTY FIVE,125,2016,10000,1390,
48380,HONDA,DEAUVILLE,NT 700,2010,62000,3990,2750
48381,YAMAHA,TRICITY,125,2015,6881,2790,1800
48390,Hanway,Furious,NK 125,2021,10000,1990,
48392,YAMAHA,[*AJ*] MT,3,2020,20000,3990,
48394,BMW,F,800 ST,2006,50000,3590,
48398,Quadro,Qv3,2020,2020,20000,4490,
48404,BMW,R,1200 GS,2006,40000,7590,
48409,HARLEY DAVIDSON,DYNA,FAT BOB,2019,10000,18990,
48412,Hanway,Furious,Nk125,2018,11548,1590,650
48414,Aprilia,SPORT CITY 49,One 2t,2014,20000,1290,
48417,DAELIM,VT,125 CC,2010,20000,990,
48420,KYMCO,SUPER DINK,350,2018,20000,3490,
48436,BMW,R,1200 GS,2008,30000,6990,
48448,HONDA,FORZA,250,2007,30000,1790,
48453,HARLEY DAVIDSON,DYNA,FAT BOB,2010,40000,10990,9500
48454,PIAGGIO,MP3,500,2018,20000,5290,
48457,YAMAHA,YZF,R1,2006,40000,5490,
48465,HONDA,CB,125 R,2019,10000,3990,
48468,YAMAHA,T-MAX,560,2020,20000,11990,
48475,SUZUKI,BANDIT,650 S,2007,80000,1990,
48477,HARLEY DAVIDSON,VRSC,V ROD,2006,20000,9990,
48481,HONDA,VISION,110,2017,17818,1790,800
48486,HONDA,VARADERO,XL 1000V,2000,33074,4990,3000
48488,YAMAHA,YBR,125,2007,16532,1290,450
48489,SUZUKI,BURGMAN,125,2005,30000,1390,
48490,HONDA,CBR,600 RR,2004,50000,3300,2200
48492,HONDA,[*AJ*] SILVER WING,400,2009,80000,2190,
48493,SYM,GTS,250 I,2008,30000,1290,
48495,BMW,650,ST,2013,40000,4390,
48499,HONDA,[*AJ*] PASSION,125 ie,2009,60000,1290,
48503,KEEWAY,RKV,125,2013,10000,1590,
48504,YAMAHA,T-MAX,500,2008,40000,3490,
48508,KTM,[*AJ*] SUPER DUKE,1290 R,2014,20000,10590,
48519,YAMAHA,TENERE,700,2021,10400,9890,9000
48524,BMW,R,1250 RT,2017,60000,14590,
48525,YAMAHA,MAJESTY,400,2008,21009,2590,1500
48526,YAMAHA,MT,3,2008,60000,2390,1500
48527,SUZUKI,GSX,R 750,2007,40000,5390,
